S. No.,Message_body,Label
58,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,Spam
59,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",Spam
60,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",Spam
61,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",Spam
62,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",Spam
63,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,Spam
64,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,Spam
65,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",Spam
66,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,Spam
67,Y de asking like this.,Non-Spam
68,We live in the next  &lt;#&gt; mins,Non-Spam
69,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,Non-Spam
70,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",Non-Spam
71,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",Non-Spam
72,THANX 4 PUTTIN DA FONE DOWN ON ME!!,Non-Spam
73,And I don't plan on staying the night but I prolly won't be back til late,Non-Spam
74,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",Non-Spam
75,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,Spam
76,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,Non-Spam
77,Have you laid your airtel line to rest?,Non-Spam
78,I'm stuck in da middle of da row on da right hand side of da lt... ,Non-Spam
79,Full heat pa:-) i have applyed oil pa.,Non-Spam
80,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",Non-Spam
81,Yo sorry was in the shower sup,Non-Spam
82,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,Non-Spam
83,It's ok i wun b angry. Msg u aft i come home tonight.,Non-Spam
84,Right it wasnt you who phoned it was someone with a number like yours!,Non-Spam
85,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,Spam
86,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Non-Spam
87,Have you not finished work yet or something?,Non-Spam
88,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),Non-Spam
89,"I'll see if I can swing by in a bit, got some things to take care of here firsg",Non-Spam
90,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",Spam
91,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,Spam
92,Noooooooo please. Last thing I need is stress. For once in your life be fair.,Non-Spam
93,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",Spam
94,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Non-Spam
95,Not course. Only maths one day one chapter with in one month we can finish.,Non-Spam
96,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,Non-Spam
97,No plans yet. What are you doing ?,Non-Spam
98,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",Spam
99,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",Spam
100,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Spam
101,Not directly behind... Abt 4 rows behind ü...,Non-Spam
102,:( but your not here....,Non-Spam
103,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,Spam
104,Omg how did u know what I ate?,Non-Spam
105,"CHA QUITEAMUZING THAT’SCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",Non-Spam
106,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Spam
107,At WHAT TIME should i come tomorrow,Non-Spam
108,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,Non-Spam
109,But you were together so you should be thinkin about him,Non-Spam
110,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Non-Spam
111,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Non-Spam
112,Tell me again what your address is,Non-Spam
113,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Non-Spam
114,How much u trying to get?,Non-Spam
115,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Non-Spam
116,I'm awake oh. What's up.,Non-Spam
117,Think + da. You wil do.,Non-Spam
118,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),Non-Spam
119,I am in hospital da. . I will return home in evening,Non-Spam
120,Gettin rdy to ship comp,Non-Spam
121,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",Non-Spam
122,Try to do something dear. You read something for exams,Non-Spam
123,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,Non-Spam
124,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",Non-Spam
125,Great. Have a safe trip. Dont panic surrender all.,Non-Spam
