year,month,day,hour,minute,second,moisture0,moisture1,moisture2,moisture3,moisture4,irrgation
2020,3,11,18,9,52,0.84,0.76,0.59,0.44,0.01,false
2020,3,11,18,12,22,0.83,0.76,0.59,0.44,0.00,false
2020,3,11,18,14,52,0.83,0.76,0.61,0.44,0.00,false
2020,3,11,18,17,22,0.83,0.76,0.64,0.44,0.00,false
2020,3,11,18,19,52,0.83,0.76,0.61,0.44,0.00,false
2020,3,11,18,22,22,0.83,0.76,0.61,0.45,0.00,false
2020,3,11,18,24,53,0.82,0.76,0.63,0.44,0.00,false
2020,3,11,18,27,23,0.82,0.76,0.62,0.44,0.00,false
2020,3,11,18,29,53,0.82,0.76,0.61,0.45,0.01,false
2020,3,11,18,32,23,0.82,0.76,0.65,0.45,0.00,false
2020,3,11,18,34,53,0.82,0.76,0.62,0.45,0.00,false
2020,3,11,18,37,23,0.82,0.76,0.63,0.45,0.00,false
2020,3,11,18,39,53,0.82,0.76,0.62,0.45,0.00,false
2020,3,11,18,42,24,0.82,0.76,0.61,0.45,0.00,false
2020,3,11,18,44,54,0.81,0.76,0.64,0.44,0.00,false
2020,3,11,18,47,24,0.82,0.76,0.61,0.45,0.01,false
2020,3,11,18,49,54,0.81,0.76,0.61,0.44,0.00,false
2020,3,11,18,52,24,0.81,0.76,0.63,0.45,0.00,false
2020,3,11,18,54,54,0.81,0.76,0.64,0.45,0.00,false
2020,3,11,18,57,25,0.81,0.76,0.61,0.45,0.00,false
2020,3,11,18,59,55,0.81,0.76,0.63,0.45,0.00,false
2020,3,11,19,2,25,0.81,0.76,0.65,0.45,0.00,false
2020,3,11,19,4,55,0.81,0.76,0.62,0.45,0.01,false
2020,3,11,19,7,25,0.81,0.76,0.61,0.46,0.01,false
2020,3,11,19,9,55,0.81,0.76,0.62,0.47,0.01,false
2020,3,11,19,12,25,0.80,0.76,0.65,0.47,0.01,false
2020,3,11,19,14,56,0.80,0.76,0.62,0.47,0.00,false
2020,3,11,19,17,26,0.80,0.76,0.62,0.47,0.00,false
2020,3,11,19,19,56,0.80,0.76,0.65,0.47,0.01,false
2020,3,11,19,22,26,0.80,0.76,0.65,0.48,0.00,false
2020,3,11,19,24,56,0.80,0.76,0.62,0.47,0.00,false
2020,3,11,19,27,26,0.80,0.76,0.63,0.48,0.00,false
2020,3,11,19,29,57,0.80,0.76,0.65,0.48,0.00,false
2020,3,11,19,32,27,0.80,0.77,0.64,0.48,0.00,false
2020,3,11,19,34,57,0.80,0.77,0.67,0.48,0.00,false
2020,3,11,19,37,27,0.80,0.76,0.65,0.48,0.00,false
2020,3,11,19,39,57,0.79,0.76,0.66,0.48,0.01,false
2020,3,11,19,42,27,0.80,0.76,0.66,0.48,0.00,false
2020,3,11,19,44,58,0.80,0.76,0.65,0.51,0.01,false
2020,3,11,19,47,28,0.79,0.76,0.66,0.48,0.00,false
2020,3,11,19,49,58,0.79,0.76,0.65,0.48,0.00,false
2020,3,11,19,52,28,0.79,0.76,0.66,0.48,0.00,false
2020,3,11,19,54,58,0.80,0.76,0.66,0.48,0.01,false
2020,3,11,19,57,28,0.79,0.76,0.66,0.49,0.01,false
2020,3,11,19,59,58,0.79,0.76,0.66,0.48,0.00,false
2020,3,11,20,2,29,0.79,0.76,0.65,0.48,0.00,false
2020,3,11,20,4,59,0.79,0.76,0.67,0.48,0.01,false
2020,3,11,20,7,29,0.79,0.76,0.65,0.48,0.00,false
2020,3,11,20,9,59,0.79,0.76,0.66,0.48,0.00,false
2020,3,11,20,12,29,0.79,0.76,0.65,0.48,0.01,false
2020,3,11,20,14,59,0.79,0.76,0.66,0.48,0.01,false
2020,3,11,20,17,30,0.79,0.76,0.65,0.48,0.01,false
2020,3,11,20,20,0,0.79,0.76,0.65,0.48,0.00,false
2020,3,11,20,22,30,0.79,0.76,0.65,0.49,0.01,false
2020,3,11,20,25,0,0.79,0.76,0.65,0.49,0.01,false
2020,3,11,20,27,30,0.79,0.76,0.66,0.49,0.01,false
2020,3,11,20,30,0,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,20,32,30,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,20,35,1,0.79,0.76,0.66,0.51,0.00,false
2020,3,11,20,37,31,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,20,40,1,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,20,42,31,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,20,45,1,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,20,47,31,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,20,50,2,0.79,0.76,0.66,0.53,0.01,false
2020,3,11,20,52,32,0.79,0.76,0.66,0.53,0.01,false
2020,3,11,20,55,2,0.79,0.76,0.66,0.55,0.01,false
2020,3,11,20,57,32,0.79,0.77,0.66,0.54,0.01,false
2020,3,11,21,0,2,0.79,0.76,0.66,0.55,0.01,false
2020,3,11,21,2,32,0.79,0.76,0.66,0.54,0.01,false
2020,3,11,21,5,3,0.79,0.76,0.65,0.53,0.01,false
2020,3,11,21,7,33,0.79,0.76,0.65,0.53,0.01,false
2020,3,11,21,10,3,0.79,0.76,0.65,0.53,0.01,false
2020,3,11,21,12,33,0.79,0.76,0.65,0.53,0.01,false
2020,3,11,21,15,3,0.79,0.76,0.65,0.52,0.01,false
2020,3,11,21,17,33,0.79,0.77,0.65,0.52,0.01,false
2020,3,11,21,20,3,0.79,0.77,0.65,0.52,0.01,false
2020,3,11,21,22,34,0.79,0.77,0.65,0.52,0.01,false
2020,3,11,21,25,4,0.79,0.77,0.66,0.54,0.01,false
2020,3,11,21,27,34,0.79,0.77,0.66,0.54,0.01,false
2020,3,11,21,30,4,0.79,0.77,0.66,0.53,0.01,false
2020,3,11,21,32,34,0.79,0.77,0.66,0.53,0.01,false
2020,3,11,21,35,4,0.79,0.77,0.66,0.53,0.01,false
2020,3,11,21,37,35,0.79,0.77,0.66,0.53,0.00,false
2020,3,11,21,40,5,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,42,35,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,45,5,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,47,35,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,50,5,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,52,36,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,55,6,0.79,0.77,0.67,0.53,0.01,false
2020,3,11,21,57,36,0.79,0.77,0.66,0.54,0.01,false
2020,3,11,22,0,6,0.79,0.76,0.66,0.53,0.01,false
2020,3,11,22,2,36,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,22,5,6,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,22,7,36,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,22,10,7,0.79,0.76,0.66,0.53,0.01,false
2020,3,11,22,12,37,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,22,15,7,0.79,0.76,0.67,0.54,0.01,false
2020,3,11,22,17,37,0.79,0.76,0.66,0.54,0.01,false
2020,3,11,22,20,7,0.79,0.76,0.66,0.54,0.01,false
2020,3,11,22,22,37,0.79,0.76,0.66,0.53,0.01,false
2020,3,11,22,25,8,0.79,0.76,0.66,0.53,0.01,false
2020,3,11,22,27,38,0.79,0.76,0.65,0.52,0.01,false
2020,3,11,22,30,8,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,22,32,38,0.79,0.76,0.66,0.52,0.01,false
2020,3,11,22,35,8,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,22,37,38,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,22,40,8,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,22,42,39,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,22,45,9,0.79,0.76,0.66,0.51,0.01,false
2020,3,11,22,47,39,0.79,0.76,0.65,0.51,0.01,false
2020,3,11,22,50,9,0.79,0.76,0.65,0.51,0.01,false
2020,3,11,22,52,39,0.79,0.76,0.65,0.51,0.01,false
2020,3,11,22,55,9,0.79,0.76,0.64,0.50,0.01,false
2020,3,11,22,57,40,0.79,0.76,0.64,0.50,0.01,false
2020,3,11,23,0,10,0.79,0.76,0.64,0.50,0.01,false
2020,3,11,23,2,40,0.79,0.77,0.64,0.51,0.01,false
2020,3,11,23,5,10,0.79,0.76,0.64,0.50,0.01,false
2020,3,11,23,7,40,0.79,0.77,0.64,0.50,0.01,false
2020,3,11,23,10,10,0.79,0.77,0.64,0.49,0.01,false
2020,3,11,23,12,41,0.79,0.77,0.64,0.49,0.01,false
2020,3,11,23,15,11,0.79,0.77,0.65,0.49,0.01,false
2020,3,11,23,17,41,0.79,0.77,0.64,0.49,0.01,false
2020,3,11,23,20,11,0.79,0.77,0.64,0.49,0.01,false
2020,3,11,23,22,41,0.79,0.77,0.64,0.49,0.01,false
2020,3,11,23,25,11,0.79,0.76,0.63,0.47,0.01,false
2020,3,11,23,27,41,0.79,0.76,0.64,0.47,0.00,false
2020,3,11,23,30,12,0.79,0.76,0.65,0.47,0.00,false
2020,3,11,23,32,42,0.79,0.76,0.65,0.47,0.01,false
2020,3,11,23,35,12,0.79,0.76,0.65,0.47,0.00,false
2020,3,11,23,37,42,0.79,0.76,0.66,0.47,0.01,false
2020,3,11,23,40,12,0.79,0.76,0.65,0.47,0.00,false
2020,3,11,23,42,42,0.79,0.76,0.65,0.46,0.01,false
2020,3,11,23,45,13,0.79,0.77,0.65,0.47,0.00,false
2020,3,11,23,47,43,0.79,0.77,0.65,0.47,0.01,false
2020,3,11,23,50,13,0.79,0.77,0.65,0.47,0.01,false
2020,3,11,23,52,43,0.79,0.76,0.65,0.47,0.01,false
2020,3,11,23,55,13,0.79,0.77,0.65,0.47,0.00,false
2020,3,11,23,57,43,0.79,0.77,0.65,0.46,0.01,false
2020,3,12,0,0,14,0.80,0.77,0.66,0.49,0.01,false
2020,3,12,0,2,44,0.79,0.76,0.66,0.46,0.00,false
2020,3,12,0,5,14,0.79,0.77,0.66,0.47,0.00,false
2020,3,12,0,7,44,0.79,0.77,0.66,0.46,0.00,false
2020,3,12,0,10,14,0.79,0.77,0.66,0.46,0.00,false
2020,3,12,0,12,44,0.79,0.76,0.66,0.47,0.01,false
2020,3,12,0,15,14,0.79,0.77,0.66,0.46,0.00,false
2020,3,12,0,17,45,0.79,0.77,0.66,0.46,0.01,false
2020,3,12,0,20,15,0.79,0.77,0.66,0.46,0.01,false
2020,3,12,0,22,45,0.80,0.77,0.66,0.45,0.00,false
2020,3,12,0,25,15,0.80,0.77,0.66,0.45,0.00,false
2020,3,12,0,27,45,0.80,0.77,0.67,0.45,0.00,false
2020,3,12,0,30,15,0.80,0.77,0.66,0.45,0.01,false
2020,3,12,0,32,46,0.80,0.77,0.67,0.45,0.01,false
2020,3,12,0,35,16,0.79,0.77,0.67,0.46,0.00,false
2020,3,12,0,37,46,0.80,0.77,0.67,0.45,0.00,false
2020,3,12,0,40,16,0.80,0.77,0.67,0.47,0.01,false
2020,3,12,0,42,46,0.80,0.77,0.67,0.46,0.01,false
2020,3,12,0,45,16,0.80,0.77,0.67,0.47,0.00,false
2020,3,12,0,47,46,0.79,0.76,0.68,0.46,0.00,false
2020,3,12,0,50,17,0.79,0.77,0.68,0.46,0.00,false
2020,3,12,0,52,47,0.80,0.77,0.67,0.46,0.00,false
2020,3,12,0,55,17,0.80,0.77,0.68,0.46,0.00,false
2020,3,12,0,57,47,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,0,17,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,2,47,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,5,18,0.80,0.77,0.68,0.47,0.01,false
2020,3,12,1,7,48,0.80,0.77,0.68,0.47,0.01,false
2020,3,12,1,10,18,0.80,0.77,0.68,0.47,0.00,false
2020,3,12,1,12,48,0.80,0.77,0.68,0.46,0.00,false
2020,3,12,1,15,18,0.80,0.77,0.68,0.46,0.00,false
2020,3,12,1,17,48,0.80,0.77,0.68,0.46,0.00,false
2020,3,12,1,20,19,0.80,0.77,0.68,0.47,0.00,false
2020,3,12,1,22,49,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,25,19,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,27,49,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,30,19,0.80,0.77,0.67,0.47,0.00,false
2020,3,12,1,32,49,0.80,0.77,0.69,0.46,0.00,false
2020,3,12,1,35,19,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,1,37,50,0.80,0.77,0.68,0.46,0.00,false
2020,3,12,1,40,20,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,1,42,50,0.80,0.77,0.68,0.45,0.01,false
2020,3,12,1,45,20,0.80,0.77,0.68,0.47,0.00,false
2020,3,12,1,47,50,0.79,0.77,0.68,0.47,0.00,false
2020,3,12,1,50,20,0.79,0.77,0.68,0.46,0.01,false
2020,3,12,1,52,51,0.79,0.77,0.68,0.45,0.00,false
2020,3,12,1,55,21,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,1,57,51,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,2,0,21,0.80,0.77,0.68,0.44,0.01,false
2020,3,12,2,2,51,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,2,5,21,0.80,0.77,0.68,0.45,0.01,false
2020,3,12,2,7,51,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,2,10,22,0.80,0.77,0.68,0.44,0.00,false
2020,3,12,2,12,52,0.79,0.76,0.68,0.44,0.01,false
2020,3,12,2,15,22,0.79,0.77,0.68,0.44,0.00,false
2020,3,12,2,17,52,0.79,0.76,0.68,0.44,0.00,false
2020,3,12,2,20,22,0.79,0.76,0.68,0.44,0.00,false
2020,3,12,2,22,52,0.80,0.77,0.68,0.44,0.00,false
2020,3,12,2,25,23,0.80,0.77,0.68,0.46,0.01,false
2020,3,12,2,27,53,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,2,30,23,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,2,32,53,0.80,0.77,0.68,0.45,0.00,false
2020,3,12,2,35,23,0.80,0.77,0.68,0.44,0.00,false
2020,3,12,2,37,53,0.80,0.77,0.68,0.43,0.00,false
2020,3,12,2,40,23,0.80,0.77,0.68,0.44,0.00,false
2020,3,12,2,42,54,0.80,0.77,0.69,0.44,0.00,false
2020,3,12,2,45,24,0.80,0.77,0.68,0.44,0.01,false
2020,3,12,2,47,54,0.80,0.77,0.68,0.43,0.00,false
2020,3,12,2,50,24,0.80,0.77,0.69,0.43,0.00,false
2020,3,12,2,52,54,0.80,0.77,0.68,0.43,0.00,false
2020,3,12,2,55,24,0.80,0.77,0.69,0.43,0.00,false
2020,3,12,2,57,55,0.80,0.77,0.69,0.44,0.00,false
2020,3,12,3,0,25,0.80,0.77,0.69,0.46,0.01,false
2020,3,12,3,2,55,0.80,0.77,0.69,0.45,0.00,false
2020,3,12,3,5,25,0.80,0.77,0.69,0.44,0.00,false
2020,3,12,3,7,55,0.80,0.77,0.69,0.43,0.01,false
2020,3,12,3,10,25,0.80,0.77,0.69,0.43,0.00,false
2020,3,12,3,12,55,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,3,15,26,0.80,0.77,0.69,0.43,0.00,false
2020,3,12,3,17,56,0.80,0.77,0.68,0.42,0.00,false
2020,3,12,3,20,26,0.80,0.77,0.70,0.43,0.00,false
2020,3,12,3,22,56,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,25,26,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,27,56,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,30,27,0.80,0.77,0.69,0.42,0.01,false
2020,3,12,3,32,57,0.80,0.77,0.69,0.43,0.00,false
2020,3,12,3,35,27,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,3,37,57,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,3,40,27,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,3,42,57,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,3,45,27,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,47,58,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,50,28,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,52,58,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,3,55,28,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,3,57,58,0.80,0.77,0.70,0.42,0.01,false
2020,3,12,4,0,28,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,4,2,59,0.80,0.77,0.70,0.46,0.00,false
2020,3,12,4,5,29,0.80,0.77,0.70,0.47,0.00,false
2020,3,12,4,7,59,0.80,0.77,0.69,0.46,0.00,false
2020,3,12,4,10,29,0.80,0.77,0.70,0.44,0.00,false
2020,3,12,4,12,59,0.80,0.77,0.70,0.44,0.00,false
2020,3,12,4,15,29,0.80,0.77,0.70,0.44,0.00,false
2020,3,12,4,17,59,0.80,0.77,0.69,0.43,0.01,false
2020,3,12,4,20,30,0.80,0.77,0.70,0.43,0.00,false
2020,3,12,4,23,0,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,4,25,30,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,4,28,0,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,4,30,30,0.80,0.77,0.70,0.42,0.01,false
2020,3,12,4,33,0,0.80,0.77,0.70,0.42,0.01,false
2020,3,12,4,35,31,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,4,38,1,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,4,40,31,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,4,43,1,0.80,0.77,0.70,0.43,0.00,false
2020,3,12,4,45,31,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,4,48,1,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,4,50,31,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,4,53,2,0.80,0.77,0.69,0.41,0.01,false
2020,3,12,4,55,32,0.80,0.77,0.69,0.42,0.00,false
2020,3,12,4,58,2,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,5,0,32,0.80,0.77,0.70,0.42,0.00,false
2020,3,12,5,3,2,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,5,32,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,8,3,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,10,33,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,13,3,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,5,15,33,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,18,3,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,20,33,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,5,23,3,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,25,34,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,5,28,4,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,30,34,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,5,33,4,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,35,34,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,5,38,4,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,5,40,35,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,43,5,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,5,45,35,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,5,48,5,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,5,50,35,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,5,53,5,0.80,0.77,0.69,0.40,0.00,false
2020,3,12,5,55,35,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,5,58,6,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,6,0,36,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,3,6,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,5,36,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,8,6,0.80,0.77,0.69,0.41,0.00,false
2020,3,12,6,10,36,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,13,7,0.80,0.77,0.69,0.40,0.00,false
2020,3,12,6,15,37,0.80,0.77,0.69,0.40,0.00,false
2020,3,12,6,18,7,0.80,0.77,0.69,0.40,0.00,false
2020,3,12,6,20,37,0.80,0.77,0.69,0.40,0.00,false
2020,3,12,6,23,7,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,25,37,0.80,0.77,0.70,0.40,0.01,false
2020,3,12,6,28,7,0.80,0.77,0.69,0.40,0.01,false
2020,3,12,6,30,38,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,33,8,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,35,38,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,38,8,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,40,38,0.80,0.77,0.70,0.40,0.00,false
2020,3,12,6,43,8,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,45,39,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,48,9,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,6,50,39,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,53,9,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,55,39,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,6,58,9,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,7,0,39,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,7,3,10,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,7,5,40,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,7,8,10,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,7,10,40,0.80,0.77,0.70,0.41,0.00,false
2020,3,12,7,13,10,0.80,0.77,0.70,0.41,0.01,false
2020,3,12,7,15,40,0.80,0.77,0.70,0.41,0.00,false
